student_id,prior_failures,study_time,absences,parent_edu,family_support,health,internet,activities,travel_time,age,paid_support,at_risk,gpa_estimate,engagement_score,risk_score
1384,0,5,0,2,4,1,1,0,4,16,1,0,4.0,1.8,0.3962232648895198
1385,0,4,6,1,3,3,0,0,2,20,0,0,3.7755458180438004,1.4,0.3712717869050526
1386,0,0,4,4,1,4,0,0,4,17,1,1,4.0,0.2,0.5721641104738344
1387,0,4,10,4,4,4,1,0,2,20,1,0,3.899149383469183,1.6,0.16854010993294494
1388,0,4,2,3,1,3,0,0,2,21,0,1,3.466393927726275,1.0,0.6415547820955484
1389,1,4,2,3,1,4,1,1,1,19,1,1,3.87644265900091,1.4,0.617557345221434
1390,0,5,2,4,4,4,1,0,1,16,0,1,3.427537460960419,1.8,0.8152429413755121
1391,0,2,1,4,1,4,1,0,1,17,0,1,4.0,0.6,0.7984166500297862
1392,0,4,1,3,1,4,0,0,2,20,0,1,4.0,1.0,0.669117338251723
1393,0,0,3,3,1,2,0,0,2,21,1,1,4.0,0.2,0.9685937303923762
1394,0,4,8,2,1,3,1,1,2,18,0,1,3.619307340289934,1.4,0.6990884182976045
1395,0,7,2,3,1,3,0,1,2,17,0,1,3.8919012643096558,2.0,0.5947731384632131
1396,0,2,5,2,3,4,0,1,2,16,1,0,3.929277761248827,1.4,0.3439066814492176
1397,0,2,5,2,2,3,0,1,3,16,0,0,4.0,1.2,0.29731589751271176
1398,0,2,2,1,3,2,0,0,4,18,1,0,4.0,1.0,0.3036270471842789
1399,0,4,1,3,3,4,1,1,1,19,0,0,4.0,1.8,0.4807270877746612
1400,0,1,3,2,2,1,1,0,2,16,0,1,4.0,0.6,0.8980926860143819
1401,0,4,1,1,2,2,1,1,3,19,1,0,3.9233551081261333,1.6,0.3101451615386743
1402,0,5,0,1,4,1,1,1,1,20,1,0,4.0,2.2,0.3133308577240338
1403,0,5,1,3,1,3,1,0,4,19,1,1,3.963499276868848,1.2,0.8079037764772841
1404,0,0,15,3,2,3,0,0,3,21,0,1,4.0,0.4,0.837851309528229
1405,0,5,0,1,4,3,0,1,2,18,0,0,3.8513458329680925,2.2,0.37041029002823
1406,0,5,3,2,4,4,1,1,3,18,0,0,4.0,2.2,0.15735157901125696
1407,0,5,5,3,3,2,1,1,3,18,1,0,4.0,2.0,0.11601011118935894
1408,0,4,3,1,4,2,1,1,4,20,0,0,3.6453783025897057,2.0,0.49181985558750124
1409,0,4,2,1,1,4,1,1,3,19,1,1,4.0,1.4,0.5760488545283984
1410,1,6,3,2,3,4,0,0,1,16,1,1,3.7236267167343593,1.8,0.5188620932625324
1411,0,7,1,4,2,3,0,1,3,18,0,0,4.0,2.2,0.42035105006386864
1412,0,2,0,2,3,2,1,1,1,18,1,0,3.920831997403345,1.4,0.10141551392702175
1413,0,6,9,1,3,3,1,1,2,17,0,0,3.998048268948706,2.2,0.1285932315225426
1414,0,3,1,2,1,2,0,0,2,20,0,1,3.9431779593568486,0.8,0.6538570154569923
1415,0,3,3,3,1,4,1,1,1,18,1,1,4.0,1.2,0.902788650920326
1416,1,0,2,1,3,3,1,0,2,19,0,1,3.0250398912251306,0.6,0.8220296661149511
1417,0,3,0,2,2,2,1,0,4,19,1,0,3.576886177360495,1.0,0.43784966595332986
1418,0,2,9,2,1,4,1,0,4,16,1,1,4.0,0.6,0.8987901805339931
1419,0,3,4,2,3,1,0,1,4,16,0,0,3.96795620397422,1.6,0.2506722154264206
1420,1,1,0,2,1,3,1,0,4,16,0,1,3.0989624749067755,0.4,0.5808817832583548
1421,0,3,11,1,1,2,0,1,1,17,1,1,3.6997805160964514,1.2,0.9588092821057932
1422,0,3,4,2,4,2,0,1,4,21,1,0,3.8421504721607387,1.8,0.48116995557032205
1423,0,4,1,3,2,3,1,1,1,17,0,0,3.8444715455331506,1.6,0.4403643544429577
1424,0,0,2,4,3,2,1,1,3,18,0,1,4.0,1.0,0.6644359474561063
1425,2,1,0,4,3,1,1,0,1,19,0,1,3.77690813273243,0.8,0.9100704412291738
1426,1,4,2,4,4,1,1,0,2,17,1,1,3.0086372727914648,1.6,0.9861193845420595
1427,0,2,0,3,3,2,0,1,4,17,0,1,3.964155498845873,1.4,0.8877194612209872
1428,1,6,2,4,3,3,1,1,1,20,1,1,3.714124452603916,2.2,0.5261780039527382
1429,0,4,2,1,4,2,1,0,1,19,1,0,3.535511181166404,1.6,0.45834671800566384
1430,1,5,6,1,4,2,0,0,1,16,0,1,4.0,1.8,0.8880391035529214
1431,0,6,3,3,3,1,1,1,3,17,0,0,4.0,2.2,0.30809773933352275
1432,0,3,0,3,4,4,1,1,1,18,1,0,4.0,1.8,0.04273647162948235
1433,0,2,6,1,1,4,0,0,4,18,1,1,3.8062626381884255,0.6,0.5181750717961112
1434,0,5,2,3,1,2,1,1,2,20,0,1,3.746322611315961,1.6,0.6058193540846368
1435,0,5,2,3,1,3,0,0,3,19,0,1,3.809172459810421,1.2,0.8795261257423208
1436,0,3,0,1,1,1,1,1,2,16,0,0,3.9669905649203785,1.2,0.08041822550607758
1437,0,6,5,1,4,4,0,1,3,16,1,0,3.8223478785200014,2.4,0.48040796081344495
1438,0,3,8,2,2,2,0,1,3,18,1,0,4.0,1.4,0.28617582191928215
1439,0,4,4,2,2,3,1,1,4,18,0,0,4.0,1.6,0.20821504688840364
1440,0,4,8,4,3,1,0,1,2,16,1,0,4.0,1.8,0.33185581142854853
1441,1,2,1,3,2,4,1,1,2,20,1,1,3.1058266058543387,1.2,0.5875363914574688
1442,0,4,5,1,1,4,1,1,3,16,1,0,3.996521645483763,1.4,0.2180840261566515
1443,0,6,2,4,4,4,1,1,4,18,0,0,3.623660321951972,2.4,0.360483795465769
1444,0,4,0,2,1,3,1,0,4,16,1,1,3.877698237528937,1.0,0.9415674003934353
1445,1,4,3,3,1,3,1,1,3,19,1,1,3.659314001283884,1.4,0.9667581590383254
1446,0,3,3,4,4,3,1,0,2,17,0,0,3.8922575450083285,1.4,0.31525105224858413
1447,0,4,1,3,1,2,1,0,3,19,0,0,3.679485778880406,1.0,0.21545199112505709
1448,0,5,0,4,1,1,1,1,3,17,0,1,4.0,1.6,0.7604715435719157
1449,1,5,0,3,4,2,0,1,3,20,1,1,3.101833619916998,2.2,0.6683448166052286
1450,0,3,1,3,4,1,1,0,4,16,0,0,4.0,1.4,0.3482068842212286
1451,0,4,0,1,3,3,0,1,3,19,1,0,3.729388883049578,1.8,0.3267237932059755
1452,0,4,0,3,3,4,0,0,3,16,0,0,4.0,1.4,0.003936838302877221
1453,1,1,1,2,1,3,0,0,1,18,1,1,3.2865941894822983,0.4,0.5997744958537585
1454,0,4,9,1,3,2,0,0,4,18,1,0,3.9794475120878348,1.4,0.38027871447681866
1455,0,0,4,3,2,3,1,0,4,16,1,0,4.0,0.4,0.08073922152689361
1456,1,4,1,2,2,3,1,0,1,19,0,1,3.5115933709415814,1.2,0.8734692885881383
1457,0,5,9,2,1,3,0,1,3,18,1,1,3.7250136779683856,1.6,0.5331927017902347
1458,0,5,3,4,3,4,0,0,4,18,1,0,4.0,1.6,0.4673766401190136
1459,0,3,1,1,1,1,0,0,1,18,0,1,4.0,0.8,0.8827999153377647
1460,0,4,1,1,3,1,1,1,3,18,1,0,3.575479751437006,1.8,0.26674639974886993
1461,0,6,1,4,4,2,1,0,4,19,1,0,4.0,2.0,0.10562250536190321
1462,0,6,0,4,4,1,1,1,4,17,1,0,4.0,2.4,0.06432978506707715
1463,0,3,1,4,4,3,1,1,3,19,1,0,4.0,1.8,0.43699184183675394
1464,0,4,2,1,4,4,1,0,3,19,0,0,4.0,1.6,0.19516805945918925
1465,3,6,2,2,1,3,0,1,1,17,1,1,3.646343073645218,1.8,0.5816074260749056
1466,0,0,4,2,1,3,1,0,3,21,0,1,3.3982170560287934,0.2,0.8989573432828907
1467,1,3,1,3,1,2,0,1,1,18,1,1,4.0,1.2,0.8909275526919105
1468,0,6,3,1,2,3,0,1,3,18,0,0,3.8530235876364545,2.0,0.2811082995017295
1469,1,5,2,1,4,3,0,1,4,19,0,1,3.5168093062542702,2.2,0.7523672300365023
1470,0,4,9,4,4,2,0,0,1,17,0,0,3.695664308445628,1.6,0.12671620216668594
1471,0,0,1,1,4,1,1,1,1,20,1,1,4.0,1.2,0.9403468287944847
1472,0,3,6,1,3,1,1,0,2,17,0,0,4.0,1.2,0.4583880469789603
1473,1,2,5,2,3,1,1,0,4,19,0,1,3.5100970084290704,1.0,0.7664476704070353
1474,0,4,3,1,2,2,1,0,3,16,1,0,4.0,1.2,0.4996436273769934
1475,0,2,3,2,2,2,1,1,1,16,0,0,4.0,1.2,0.4345985310005123
1476,0,1,0,2,3,4,0,1,2,18,1,1,3.7990365430858857,1.2,0.9139306928582143
1477,0,0,9,1,3,4,1,1,3,17,0,1,3.7916564251493527,1.0,0.831774934671943
1478,0,6,0,2,1,3,1,1,4,17,0,0,4.0,1.8,0.4040405723711171
1479,0,3,2,4,1,3,1,1,1,16,0,1,3.5073462498794528,1.2,0.894246244634511
1480,0,4,1,2,3,2,0,1,2,21,0,0,4.0,1.8,0.40484119542214725
1481,0,3,1,1,4,2,0,1,2,18,1,0,3.265380321260894,1.8,0.464449858959576
1482,0,1,2,4,3,4,1,1,2,20,0,0,3.566149645856133,1.2,0.37833264776240333
1483,0,1,7,4,1,3,0,1,1,16,0,1,3.5729768372812467,0.8,0.9598973990462834
1484,0,1,1,1,2,3,0,1,4,18,0,1,3.727048937319066,1.0,0.978678964405765
1485,0,2,13,3,3,3,0,0,3,18,1,1,3.495840551136507,1.0,0.7045543825189144
1486,0,4,2,2,3,1,0,1,3,18,1,0,4.0,1.8,0.30012165176255395
1487,0,2,0,2,4,4,1,1,2,18,1,0,4.0,1.6,0.15608414052027758
1488,0,7,0,3,2,1,1,0,3,16,1,0,4.0,1.8,0.205036665623697
1489,0,6,3,4,4,3,0,0,4,18,1,0,3.66117398211502,2.0,0.0539537743829307
1490,0,5,0,3,2,2,0,1,2,16,1,0,4.0,1.8,0.48998803837889426
1491,0,3,1,1,4,4,0,0,4,16,1,0,4.0,1.4,0.05749374904099813
1492,0,7,0,3,2,1,0,1,4,18,1,0,4.0,2.2,0.03568118675841503
1493,0,3,1,4,3,3,0,0,1,17,1,0,4.0,1.2,0.29224415855292724
1494,0,3,4,1,3,1,0,0,1,17,1,0,4.0,1.2,0.3107752087717879
1495,0,4,1,1,3,2,1,1,3,20,1,1,4.0,1.8,0.9071682788261655
1496,0,5,0,1,1,4,0,0,2,17,0,1,3.7790092215520206,1.2,0.6070976058007324
1497,0,5,0,2,2,2,1,1,1,17,0,0,3.4018202962681547,1.8,0.46215057651245317
1498,0,3,1,2,2,2,1,1,3,17,1,0,3.8853929119751984,1.4,0.17172382183878748
1499,0,2,0,1,4,4,1,0,2,16,0,0,3.769938676917564,1.2,0.15534760587965052
1500,0,5,2,3,1,3,0,1,4,18,0,1,3.8966369374471808,1.6,0.9330765917626782
1501,0,5,2,2,4,3,0,0,4,19,1,0,4.0,1.8,0.4424393481240372
1502,0,3,0,4,1,1,1,1,1,18,0,1,4.0,1.2,0.8427307148351332
1503,0,0,1,2,4,3,1,1,4,18,1,1,4.0,1.2,0.9126669736474149
1504,0,3,1,3,1,3,0,0,3,19,1,1,3.634794958626742,0.8,0.6081259821080162
1505,0,5,1,2,4,3,0,1,2,16,0,0,3.873211527040032,2.2,0.3995295087494093
1506,0,7,2,3,4,1,0,0,2,18,0,0,3.748285895805788,2.2,0.3630793056664764
1507,0,1,1,3,1,4,0,0,1,20,1,1,4.0,0.4,0.919727346892885
1508,0,3,1,2,2,3,0,1,3,17,1,0,3.8499739379778504,1.4,0.3702086487128949
1509,0,3,4,3,4,2,1,0,3,19,0,0,4.0,1.4,0.4488116023683021
1510,0,6,0,3,1,3,0,1,2,19,0,1,3.7456135957629266,1.8,0.5292791345080865
1511,0,3,2,4,1,3,1,1,1,16,0,1,4.0,1.2,0.9662548070204544
1512,0,2,2,1,2,4,1,0,1,19,0,0,3.5382905480665636,0.8,0.2041830222223357
1513,1,5,1,1,2,2,1,0,4,16,1,1,3.7817149789173374,1.4,0.9610734038901414
1514,0,3,3,2,2,1,1,1,3,18,0,0,3.4868377999825553,1.4,0.05946882394141656
1515,0,1,2,3,2,3,0,1,4,16,0,0,4.0,1.0,0.07570442270872402
1516,0,2,1,2,4,3,1,1,4,18,1,0,4.0,1.6,0.19151475427320047
1517,0,7,3,2,4,3,1,1,2,18,1,0,4.0,2.6,0.42588073388229075
1518,1,4,4,1,3,3,0,0,3,18,0,1,3.390823040810107,1.4,0.5898849063227706
1519,0,4,10,3,4,2,0,0,3,18,0,0,4.0,1.6,0.27306525440236157
1520,1,3,2,2,3,4,1,1,2,16,0,0,3.872852819716479,1.6,0.07890768696355838
1521,0,4,6,2,3,4,0,0,1,16,0,0,3.7763754353960945,1.4,0.45140523445446873
1522,1,4,0,1,4,3,0,0,4,18,0,1,3.6950330106438978,1.6,0.8718486352835599
1523,0,4,2,1,3,1,0,1,4,20,1,0,3.712903167117717,1.8,0.1838974186669723
1524,0,4,0,1,2,2,0,0,4,19,1,0,3.7092555707545958,1.2,0.370368940664965
1525,0,5,0,2,3,2,0,1,4,18,1,0,3.815407890954365,2.0,0.029832040320421582
1526,0,4,2,3,4,1,1,0,3,16,1,0,3.897814062061488,1.6,0.24237704067281435
1527,0,2,4,1,1,3,0,1,2,18,0,1,3.960524283976462,1.0,0.7275835977798257
1528,0,2,1,1,4,3,0,0,1,16,0,0,3.9767027600292857,1.2,0.4726856125979799
1529,0,0,3,3,1,3,0,1,2,17,1,1,3.7104426577577425,0.6,0.75066435968083
1530,0,8,2,2,1,1,0,1,2,18,0,0,4.0,2.2,0.44381843414926475
1531,0,5,1,2,3,2,1,1,4,16,0,0,4.0,2.0,0.04435850580135303
1532,0,2,1,3,3,4,0,1,4,21,1,0,4.0,1.4,0.27888559534837765
1533,0,3,1,1,1,3,1,1,4,16,0,1,4.0,1.2,0.7800127483405748
1534,0,2,1,4,3,1,0,0,2,21,1,0,3.239236638901101,1.0,0.07553904535991252
1535,0,7,3,3,2,1,1,0,1,16,1,0,3.670461172908913,1.8,0.4241329937277542
1536,0,1,0,4,4,3,0,0,1,16,0,0,3.5534813524174673,1.0,0.43956984757196654
1537,0,4,0,2,3,1,0,0,1,17,0,0,3.4682069035937104,1.4,0.3389309295205186
1538,0,3,3,2,1,3,1,1,3,17,1,1,4.0,1.2,0.8005423615874543
1539,0,5,2,4,1,3,0,1,3,16,0,1,4.0,1.6,0.7043727730332655
1540,0,3,1,1,4,3,1,0,4,17,0,0,3.9922710884510573,1.4,0.1425897176899738
1541,0,0,0,4,3,2,0,1,1,18,1,0,4.0,1.0,0.05535492127175967
1542,0,3,1,1,3,1,1,0,3,16,0,1,3.8822138086661124,1.2,0.8512219370519934
1543,0,2,4,3,1,4,1,0,2,19,1,1,4.0,0.6,0.5187077320556992
1544,0,4,6,2,4,2,0,1,2,20,0,0,4.0,2.0,0.21324270301903409
1545,1,6,3,2,1,3,1,0,4,16,0,1,3.5135741391368533,1.4,0.7729785671849236
1546,0,0,0,4,4,1,0,0,2,21,1,0,4.0,0.8,0.09513458825539839
1547,0,2,3,3,3,4,1,0,3,19,0,0,3.91550862347716,1.0,0.49262304744314206
1548,0,2,0,4,3,3,0,1,1,18,1,1,4.0,1.4,0.5878586860380843
1549,0,3,1,4,4,1,1,0,3,16,0,0,4.0,1.4,0.12652096920167627
1550,0,5,0,4,1,3,1,0,3,18,0,0,4.0,1.2,0.029967748664783633
1551,1,3,4,1,1,4,0,1,4,19,0,1,4.0,1.2,0.96688074243234
1552,0,4,3,2,1,1,1,1,1,23,1,1,4.0,1.4,0.5898966060870409
1553,0,2,2,2,4,4,0,1,2,22,0,0,3.698080844440024,1.6,0.11170507750046532
1554,1,4,3,4,4,3,0,1,1,16,0,1,2.993939451373974,2.0,0.9395208400343572
1555,0,5,0,1,1,3,0,1,2,17,1,1,4.0,1.6,0.6337472074060015
1556,0,2,1,2,1,4,0,1,4,18,1,1,4.0,1.0,0.6928547156040754
1557,0,5,3,1,4,2,0,1,1,20,0,0,3.781611451283004,2.2,0.4961384820157062
1558,0,4,3,3,4,2,0,0,3,17,1,0,3.9437232156697886,1.6,0.06504950999907028
1559,0,6,4,1,1,1,0,1,1,16,1,1,4.0,1.8,0.8302078821259662
1560,1,3,1,1,1,1,0,0,4,18,1,1,3.86822068519795,0.8,0.5744187898721647
1561,0,4,4,3,3,2,0,0,1,17,0,0,4.0,1.4,0.39468381747852604
1562,0,3,1,2,2,4,0,1,2,19,0,0,3.5990830861273766,1.4,0.3511462558832774
1563,0,3,3,2,4,3,0,0,1,22,0,0,4.0,1.4,0.2945761622940755
1564,0,4,1,1,2,3,1,0,1,19,1,0,4.0,1.2,0.21524649886149855
1565,0,5,8,1,4,1,0,1,4,19,0,0,3.7669591815715435,2.2,0.39314743192602447
1566,0,1,0,3,3,1,0,0,1,20,0,0,4.0,0.8,0.07030104240074059
1567,0,6,3,3,4,3,0,0,1,18,1,0,3.936611190066367,2.0,0.12251255297347635
1568,0,0,2,2,4,2,1,0,3,17,1,1,3.9558785838483685,0.8,0.8493061696649712
1569,0,2,0,2,2,1,0,1,1,17,1,0,4.0,1.2,0.14059808697042536
1570,0,3,0,3,3,3,0,1,1,20,0,0,3.8626074391947878,1.6,0.0691108400201364
1571,0,4,4,1,3,1,0,1,4,18,1,0,4.0,1.8,0.4214824444333354
1572,0,7,0,3,3,2,1,0,2,16,0,0,3.8807946614180318,2.0,0.3843676557097784
1573,0,0,0,2,3,4,0,0,1,20,1,1,4.0,0.6,0.5501938268258404
1574,0,2,11,1,4,1,1,1,3,16,1,1,3.958500120336649,1.6,0.8052716461833449
1575,0,0,3,4,2,3,0,1,4,16,1,0,3.768988056218051,0.8,0.3318816660598436
1576,0,4,0,4,3,2,0,0,2,16,1,0,4.0,1.4,0.3652988518252336
1577,0,4,2,3,1,3,1,0,4,18,1,1,4.0,1.0,0.8241519700694522
1578,0,7,2,2,3,2,1,0,2,19,0,1,3.5074433210840805,2.0,0.8190687339151665
1579,0,4,5,1,2,4,1,0,1,18,0,0,4.0,1.2,0.1298259480975923
1580,0,6,3,4,2,4,0,0,2,16,0,0,4.0,1.6,0.206858644273482
1581,0,5,5,1,2,3,1,1,2,16,0,0,3.9408896635625617,1.8,0.2552167048168039
1582,0,3,0,1,2,4,1,1,1,19,1,0,3.7941090575056258,1.4,0.403113983829226
1583,0,1,3,1,1,1,0,0,3,17,1,1,4.0,0.4,0.6066731079686876
1584,0,4,0,1,3,2,0,0,3,18,1,0,3.734904438878462,1.4,0.2539657210894283
1585,2,1,0,3,4,2,0,0,1,17,0,1,2.8032354651377416,1.0,0.5051047315724306
1586,0,6,3,1,4,2,1,1,4,18,1,0,3.756093786990829,2.4,0.499865570865718
1587,0,3,0,4,1,4,0,1,4,18,0,1,3.918235879608389,1.2,0.5531686052502193
1588,0,6,2,4,3,4,0,0,2,22,0,0,4.0,1.8,0.15084444067412806
1589,0,3,5,3,3,1,1,0,4,18,0,0,3.8843587903531716,1.2,0.05494458177871897
1590,0,4,1,4,4,4,0,0,4,17,0,0,3.646471957633993,1.6,0.3474670430251023
1591,0,4,0,1,1,2,0,1,1,18,0,1,3.8016684316753135,1.4,0.8886416800658213
1592,2,3,3,4,4,1,1,1,1,16,0,1,3.3761919710965,1.8,0.564251621988655
1593,0,3,7,2,1,1,1,1,2,16,1,1,4.0,1.2,0.8939603725463755
1594,0,4,3,1,2,2,1,0,4,20,1,0,4.0,1.2,0.03152100008549047
1595,0,2,2,3,3,3,1,0,2,18,1,1,3.5714089531833433,1.0,0.6140475039149412
1596,0,1,0,2,3,4,1,1,1,20,0,1,4.0,1.2,0.6220112090122811
1597,0,6,0,4,3,4,0,1,4,16,1,0,4.0,2.2,0.2835496294069655
1598,0,5,3,2,3,2,1,1,2,16,0,0,3.7080802792510847,2.0,0.26627408322156015
1599,0,4,0,4,3,3,1,1,2,18,0,0,4.0,1.8,0.27231890075492055
1600,1,7,5,4,3,4,0,0,3,16,0,1,3.5016535020019206,2.0,0.8880250336472056
1601,0,3,1,4,2,3,1,0,3,16,0,0,4.0,1.0,0.035744554834211184
1602,0,6,2,3,3,2,1,0,4,16,1,0,4.0,1.8,0.46030915813696144
1603,0,4,4,2,2,2,0,0,4,17,1,0,3.7536741011508785,1.2,0.17165507386257361
1604,0,1,4,3,3,3,0,1,1,18,0,0,3.964852700336435,1.2,0.3125376467682166
1605,0,7,3,4,3,2,0,0,1,21,1,0,4.0,2.0,0.028914296543104956
1606,0,5,8,1,1,2,0,1,1,16,0,1,3.7589365619081025,1.6,0.6455680733097559
1607,0,3,12,1,3,1,0,1,3,16,1,1,3.933182922766928,1.6,0.6126955524249387
1608,0,5,8,3,4,3,0,0,2,16,0,0,3.468301044191007,1.8,0.15667568606358673
1609,0,3,5,1,1,4,1,1,1,19,1,1,4.0,1.2,0.5393921988682475
1610,0,5,3,2,1,4,0,1,3,18,1,1,3.8486421685616854,1.6,0.8626200782926838
1611,1,0,3,1,1,1,0,0,1,16,1,1,3.827158610353184,0.2,0.7390993277332887
1612,0,1,0,1,4,2,0,0,3,16,1,1,3.7466873988855274,1.0,0.85502289980111
1613,0,5,0,4,2,2,0,0,3,17,0,0,4.0,1.4,0.3907449878372616
1614,0,3,0,2,1,1,1,0,4,17,0,1,3.8949256451624503,0.8,0.7324151794064142
1615,0,4,0,2,1,1,0,1,2,16,1,1,3.2086251833053416,1.4,0.6726106575050188
1616,0,1,1,1,1,2,1,0,3,18,0,1,4.0,0.4,0.7356825784389962
1617,2,7,0,4,3,3,1,0,2,16,0,1,3.7783228388202916,2.0,0.7789806604494363
1618,0,6,6,1,2,1,0,0,1,18,0,0,3.6110683769659637,1.6,0.47360633263789986
1619,0,3,4,1,4,3,1,1,4,17,0,0,3.766631922512357,1.8,0.49821208022810054
1620,0,3,0,3,4,4,0,0,4,18,0,0,4.0,1.4,0.08159879933571013
1621,0,6,0,4,2,2,1,1,2,20,0,0,4.0,2.0,0.03796994845637597
1622,0,7,5,3,2,3,1,1,4,17,1,0,3.851324010473451,2.2,0.08675775012943893
1623,0,5,4,1,2,3,1,1,4,18,1,0,4.0,1.8,0.15776920544264222
1624,1,8,8,1,3,2,1,1,1,16,1,1,3.4322988712807185,2.6,0.6899687467019435
1625,0,2,18,4,1,2,0,1,1,21,1,1,4.0,1.0,0.7206588913433929
1626,0,2,11,2,3,4,1,0,4,16,1,1,4.0,1.0,0.9634270506031228
1627,0,1,1,1,2,2,0,0,4,17,0,1,4.0,0.6,0.9549620919876721
1628,0,4,0,1,3,3,1,1,2,16,1,0,4.0,1.8,0.29798233149801756
1629,0,4,4,3,4,1,0,1,1,16,1,0,3.577849415924824,2.0,0.06677252700396324
1630,0,3,1,3,3,2,1,1,4,21,0,0,4.0,1.6,0.043034907219994534
1631,0,5,4,4,2,2,0,0,4,20,1,0,4.0,1.4,0.20973373464551376
1632,0,6,2,3,1,1,1,0,1,19,0,0,4.0,1.4,0.3875932163841169
1633,0,0,4,2,3,2,0,1,1,17,0,1,3.453701436159941,1.0,0.5986087046860928
1634,0,2,0,1,2,2,0,1,1,21,1,0,4.0,1.2,0.06437953310286776
1635,1,5,2,3,3,1,1,1,3,18,1,1,3.2006265149800788,2.0,0.9585387469644981
1636,0,3,2,2,4,3,1,0,3,19,1,0,3.8042289881775955,1.4,0.1281315138894259
1637,0,2,8,1,3,4,1,1,2,23,1,0,4.0,1.4,0.059503915859062895
1638,0,6,0,1,3,4,1,1,3,20,0,0,4.0,2.2,0.45317449717431235
1639,2,1,8,2,1,4,1,1,3,17,0,0,3.386745176792277,0.8,0.19176274346604383
1640,1,3,4,1,3,3,0,0,3,19,0,1,3.315676269321617,1.2,0.8574389658771832
1641,0,4,3,2,3,4,0,1,3,20,1,0,4.0,1.8,0.4841714255111156
1642,0,2,4,2,4,3,1,1,4,19,0,0,3.704738568465494,1.6,0.35253897562800796
1643,0,5,2,3,4,2,1,1,4,19,1,0,3.892303631130931,2.2,0.4556662824475968
1644,0,2,0,4,4,4,1,1,4,20,0,0,4.0,1.6,0.15202159481290706
1645,0,6,0,2,1,1,1,0,3,23,0,1,3.799043541322216,1.4,0.6683873426084703
1646,0,3,6,3,4,3,1,1,3,16,1,1,4.0,1.8,0.6154630327795808
1647,0,5,3,1,4,4,0,1,2,19,0,0,4.0,2.2,0.4995189215221414
1648,0,5,0,3,3,1,0,1,2,18,0,0,4.0,2.0,0.2426201513271259
1649,0,2,2,2,3,4,0,0,2,17,1,0,4.0,1.0,0.3436781466045186
1650,0,0,1,3,1,3,1,1,3,16,1,1,3.947047729181987,0.6,0.506761193972421
1651,0,4,0,4,4,3,1,1,4,21,0,0,3.6319134242323847,2.0,0.0702217336340018
1652,0,4,2,1,2,2,1,1,3,16,0,0,3.6408343893605895,1.6,0.04945720200836018
1653,0,5,0,3,3,3,0,0,3,16,0,0,4.0,1.6,0.2861902953672646
1654,0,3,0,1,2,4,1,0,1,16,1,0,4.0,1.0,0.4368465997174474
1655,0,3,1,2,2,3,1,0,3,16,1,0,4.0,1.0,0.43689799573330146
1656,1,8,2,4,4,1,1,0,2,16,1,0,3.5043480427192217,2.4,0.03471677114732136
1657,0,1,0,4,2,2,0,1,1,16,0,0,4.0,1.0,0.39719706679175887
1658,0,5,1,3,1,2,0,1,1,18,0,1,3.939094772982917,1.6,0.7824590515334162
1659,0,2,0,1,1,3,0,1,3,20,1,1,4.0,1.0,0.9542982927943298
1660,0,3,0,1,3,4,0,0,3,16,0,0,4.0,1.2,0.012166311707228428
1661,0,3,0,3,2,2,0,0,2,19,0,0,4.0,1.0,0.35282668341843226
1662,0,2,0,3,1,4,0,0,2,19,1,1,4.0,0.6,0.8964858920178542
1663,1,5,0,3,1,4,1,0,3,16,1,0,4.0,1.2,0.3639150106328657
1664,0,6,4,3,2,1,1,0,2,16,0,0,3.9639851834618396,1.6,0.22943663821644883
1665,2,4,1,4,1,2,1,1,2,17,0,1,3.329138100100862,1.4,0.5834643233334429
1666,0,4,0,3,2,3,0,0,3,18,0,0,3.9038981724793724,1.2,0.1369256821239596
1667,0,2,0,1,1,4,0,1,2,19,0,1,3.6551880041382683,1.0,0.735304998989823
1668,1,5,1,2,2,2,0,0,1,18,0,1,2.8505078716472343,1.4,0.5528932354052924
1669,0,8,4,1,1,2,0,0,1,16,0,1,4.0,1.8,0.6434084189616132
1670,0,3,1,3,1,4,1,1,2,16,1,1,3.9197656493679545,1.2,0.6889246071043822
1671,0,3,0,4,1,3,1,1,1,16,0,1,4.0,1.2,0.908337033233824
1672,1,2,1,3,4,2,0,1,4,18,0,1,3.8694837363116763,1.6,0.9491607924509209
1673,1,3,2,2,4,2,0,1,2,17,0,1,3.7274286372724243,1.8,0.8017702895177701
1674,0,0,0,3,1,3,0,0,1,19,0,1,4.0,0.2,0.6368483401521658
1675,0,4,2,2,4,4,1,0,4,19,1,0,4.0,1.6,0.13837346028532022
1676,0,2,1,3,2,4,0,0,4,17,0,0,3.704483361805255,0.8,0.43302246109348347
1677,0,0,0,4,4,4,1,0,2,18,0,0,4.0,0.8,0.3897860885120943
1678,0,5,3,1,3,4,1,0,3,17,0,0,4.0,1.6,0.06421267001996478
1679,0,1,3,2,3,3,0,0,4,16,1,1,3.7073232397285087,0.8,0.7734051101274725
1680,0,3,2,1,1,1,0,0,2,16,0,1,3.785233883333985,0.8,0.6705286210185171
1681,0,6,1,3,4,3,0,1,3,16,1,0,3.6171395534801802,2.4,0.08057350951169279
1682,1,1,2,1,3,3,1,0,4,17,0,0,3.8683425110503684,0.8,0.49589926244693344
1683,0,0,1,4,1,4,1,1,4,16,1,1,3.9369443842486063,0.6,0.9414420849492517
